                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7936,                 3.0867,                  1.708,                0.35989,                0.37312,                0.30545,                0.12574,                 1.9695,                 3.5359,                 2.0297,             0.00055432,             0.00055432,             0.00055432
